collected_at_kst,character_id,name,author,visible,counter_1,operator_qa_counter_1_total,net_customer_counter_1,operator_qa_messages_total,counter_2,comments,tags,public_date,cover_image_url,url
2026-07-09 06:00:35 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-09 06:00:35 KST,46603,한유건,tsui-sh,true,0,0,0,0,0,0,#센티넬버스 #가이드 #로맨스,2026-06-07,https://asset.tingle.chat/chat/95r7k3atjlacxq0r90suoic1js.webp,https://tingle.chat/chat/characters/46603
2026-07-09 06:00:35 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-09 06:00:35 KST,46691,강해준,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/y8w0b4hm1anh8zf45w8geec8os.webp,https://tingle.chat/chat/characters/46691
2026-07-09 06:00:35 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-09 06:00:35 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-09 06:00:35 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-09 06:00:35 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-09 06:00:35 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-10 06:00:55 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-10 06:00:55 KST,46603,한유건,tsui-sh,true,0,0,0,0,0,0,#센티넬버스 #가이드 #로맨스,2026-06-07,https://asset.tingle.chat/chat/95r7k3atjlacxq0r90suoic1js.webp,https://tingle.chat/chat/characters/46603
2026-07-10 06:00:55 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-10 06:00:55 KST,46691,강해준,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/y8w0b4hm1anh8zf45w8geec8os.webp,https://tingle.chat/chat/characters/46691
2026-07-10 06:00:55 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-10 06:00:55 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-10 06:00:55 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-10 06:00:55 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-10 06:00:55 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-10 17:08:51 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-10 17:08:51 KST,46603,한유건,tsui-sh,true,0,0,0,0,0,0,#센티넬버스 #가이드 #로맨스,2026-06-07,https://asset.tingle.chat/chat/95r7k3atjlacxq0r90suoic1js.webp,https://tingle.chat/chat/characters/46603
2026-07-10 17:08:51 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-10 17:08:51 KST,46691,강해준,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/y8w0b4hm1anh8zf45w8geec8os.webp,https://tingle.chat/chat/characters/46691
2026-07-10 17:08:51 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-10 17:08:51 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-10 17:08:51 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-10 17:08:51 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-10 17:08:51 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-10 17:18:47 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-10 17:18:47 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-10 17:18:47 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-10 17:18:47 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-10 17:18:47 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-10 17:18:47 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-10 17:18:47 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-11 06:00:17 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-11 06:00:17 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-11 06:00:17 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-11 06:00:17 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-11 06:00:17 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-11 06:00:17 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-11 06:00:17 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-12 06:00:21 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-12 06:00:21 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-12 06:00:21 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-12 06:00:21 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-12 06:00:21 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-12 06:00:21 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-12 06:00:21 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-13 06:00:48 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-13 06:00:48 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-13 06:00:48 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-13 06:00:48 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-13 06:00:48 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-13 06:00:48 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-13 06:00:48 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-14 06:00:17 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-14 06:00:17 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-14 06:00:17 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-14 06:00:17 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-14 06:00:17 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-14 06:00:17 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-14 06:00:17 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
2026-07-15 06:00:44 KST,45714,윤도하,tsui-sh,true,2200,0,2200,0,1,0,#로맨스 #혐관,2026-05-25,https://asset.tingle.chat/chat/j5aq1sq9u634g2ns5hq7xd20bu.webp,https://tingle.chat/chat/characters/45714
2026-07-15 06:00:44 KST,46604,류하민,tsui-sh,true,30,9,21,1,1,0,#로맨스 #순애,2026-06-07,https://asset.tingle.chat/chat/6u3wla40vt4ervknplr8fxz2yo.webp,https://tingle.chat/chat/characters/46604
2026-07-15 06:00:44 KST,46693,서이담,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/fcwq09ci8nepqfumaj440s2d9k.webp,https://tingle.chat/chat/characters/46693
2026-07-15 06:00:44 KST,46696,이사야,tsui-sh,true,0,0,0,0,0,0,#로맨스,2026-06-08,https://asset.tingle.chat/chat/5d1hhru88ce0dkus96a53s7t2w.webp,https://tingle.chat/chat/characters/46696
2026-07-15 06:00:44 KST,46742,한이든,tsui-sh,true,8,8,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/zvfzh7sjk7qwm1nvpl2fxo7z94.webp,https://tingle.chat/chat/characters/46742
2026-07-15 06:00:44 KST,46743,도재경,tsui-sh,true,0,0,0,0,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/6fp6atkb98bi47szbhwsdt4978.webp,https://tingle.chat/chat/characters/46743
2026-07-15 06:00:44 KST,46744,유한설,tsui-sh,true,10,10,0,1,0,0,#로맨스 #순애,2026-06-09,https://asset.tingle.chat/chat/bgwgtgitzmkep7js70fs4pdxb4.webp,https://tingle.chat/chat/characters/46744
